S.NO.,NAME OF THE COLLEGE,NAME OF THE PROGRAM,UR,OBC,SC,ST,EWS,SIKH,PwBD
928,(Evening) Zakir Husain Delhi College,B.A Program (Bengali + Economics),1,1,1,0,1,0,0
929,(Evening) Zakir Husain Delhi College,B.A Program (Bengali + History),1,1,1,0,0,0,0
930,(Evening) Zakir Husain Delhi College,B.A Program (Bengali + Political Science),0,2,1,0,0,0,0
931,(Evening) Zakir Husain Delhi College,B.A Program (English + Economics),0,0,0,0,0,0,0
932,(Evening) Zakir Husain Delhi College,B.A Program (English + History),0,0,0,1,0,0,0
933,(Evening) Zakir Husain Delhi College,B.A Program (English + Political Science),0,0,0,0,0,0,1
934,(Evening) Zakir Husain Delhi College,B.A Program (Hindi + Economics),0,1,0,1,0,0,1
935,(Evening) Zakir Husain Delhi College,B.A Program (Hindi + History),0,0,0,0,1,0,1
936,(Evening) Zakir Husain Delhi College,B.A Program (Hindi + Political Science),0,0,0,0,1,0,0
937,(Evening) Zakir Husain Delhi College,B.A Program (Persian + Economics),2,1,1,0,1,0,0
938,(Evening) Zakir Husain Delhi College,B.A Program (Persian + History),0,1,1,0,1,0,0
939,(Evening) Zakir Husain Delhi College,B.A Program (Persian + Political Science),0,1,0,0,1,0,0
940,(Evening) Zakir Husain Delhi College,B.A Program (Sanskrit + Economics),1,2,1,0,1,0,0
941,(Evening) Zakir Husain Delhi College,B.A Program (Sanskrit + History),0,1,1,0,1,0,0
942,(Evening) Zakir Husain Delhi College,B.A Program (Sanskrit + Political Science),0,1,1,0,1,0,1
943,(Evening) Zakir Husain Delhi College,B.A Program (Urdu + Economics),0,0,1,0,1,0,0
944,(Evening) Zakir Husain Delhi College,B.A Program (Urdu + History),0,0,1,0,1,0,0
945,(Evening) Zakir Husain Delhi College,B.A Program (Urdu + Political Science),0,0,1,1,1,0,0
946,(Evening) Zakir Husain Delhi College,B.A Program (Economics + History),5,2,0,1,0,0,1
947,(Evening) Zakir Husain Delhi College,B.A Program (Economics + Human Resource Management (Hrm)),1,0,1,1,0,0,1
948,(Evening) Zakir Husain Delhi College,B.A Program (Economics + Mathematics),4,2,0,2,0,0,1
949,(Evening) Zakir Husain Delhi College,B.A Program (Economics + Philosophy),1,1,0,1,0,0,1
950,(Evening) Zakir Husain Delhi College,B.A Program (Economics + Political Science),6,1,0,1,0,0,0
951,(Evening) Zakir Husain Delhi College,B.A Program (History + Political Science),0,0,0,0,0,0,1
952,(Evening) Zakir Husain Delhi College,B.A Program (Philosophy + Political Science),1,1,0,0,0,0,1
953,(Evening) Zakir Husain Delhi College,B.A Program (English + Philosophy),0,1,0,0,0,0,0
954,(Evening),B.A Program (Banking And Insurance + Economics),1,2,2,1,1,0,1
