S.NO.,NAME OF THE COLLEGE,NAME OF THE PROGRAM,UR,OBC,SC,ST,EWS,SIKH,PwBD
626,Sciences For Women (W) Shaheed Rajguru College Of Applied,B.Sc (Hons.) Microbiology,2,0,1,1,0,0,1
627,Sciences For Women (W) Shaheed Rajguru College Of Applied,Bachelor Of Business Administration (Financial Investment Analysis) (Bba(Fia)),0,1,0,2,0,0,2
628,Sciences For Women (W) Shaheed Rajguru College Of Applied,Bachelor Of Management Studies (Bms),2,1,0,4,1,0,3
629,Sciences For Women (W) Shaheed Sukhdev College Business,B.Sc (Hons.) Bio-Chemistry,2,4,0,1,2,0,2
630,Studies Shaheed Sukhdev College Business,B.Sc (Hons.) Computer Science,2,0,0,1,0,0,3
631,Studies Shaheed Sukhdev College Business,Bachelor Of Management Studies (Bms),0,1,0,0,0,0,0
632,Studies,Bachelor Of Business Administration (Financial Investment Analysis) (Bba(Fia)),1,0,0,0,0,0,0
633,Shivaji College,B.A. (Hons.) Economics,0,0,0,4,0,0,3
634,Shivaji College,B.A. (Hons.) English,2,1,0,1,1,0,3
635,Shivaji College,B.A. (Hons.) Geography,0,0,0,0,0,0,2
636,Shivaji College,B.A. (Hons.) Hindi,0,13,8,4,6,0,3
637,Shivaji College,B.A. (Hons.) History,0,0,0,0,0,0,3
638,Shivaji College,B.A. (Hons.) Political Science,2,0,0,0,0,0,2
639,Shivaji College,B.A. (Hons.) Sanskrit,11,14,9,4,6,0,3
640,Shivaji College,B.Com,0,0,0,2,0,0,5
641,Shivaji College,B.Com (Hons.),0,1,0,4,0,0,5
642,Shivaji College,B.Sc (Prog.) Life Science,6,4,3,1,4,0,6
643,Shivaji College,B.Sc (Prog.) Physical Science With Computer Science/ Informatics Practices,5,3,3,6,2,0,4
644,Shivaji College,B.Sc (Prog.) Physical Science With Chemistry,3,4,4,3,4,0,2
645,Shivaji College,B.Sc (Hons.) Bio-Chemistry,1,0,0,0,0,0,2
646,Shivaji College,B.Sc (Hons.) Botany,4,4,1,1,1,0,2
647,Shivaji College,B.Sc (Hons.) Chemistry,2,0,0,3,1,0,2
648,Shivaji College,B.Sc (Hons.) Mathematics,6,9,2,9,8,0,6
649,Shivaji College,B.Sc (Hons.) Physics,5,6,6,5,2,0,4
650,Shivaji College,B.Sc (Hons.) Zoology,3,0,0,1,1,0,2
651,Shivaji College,B.A. (Hons.) Business Economics,3,0,0,6,1,0,4
652,Shri Ram College Of Commerce,B.Com (Hons.),0,0,0,0,0,0,1
653,Shyam Lal College,B.A. (Hons.) Economics,9,8,6,8,4,0,6
654,Shyam Lal College,B.A. (Hons.) English,6,7,1,4,6,0,5
655,Shyam Lal College,B.A. (Hons.) Hindi,4,16,7,4,6,0,3
656,Shyam Lal College,B.A. (Hons.) History,1,1,0,2,4,0,3
657,Shyam Lal College,B.A. (Hons.) Political Science,5,1,0,0,0,0,1
658,Shyam Lal College,B.Com,16,6,0,17,0,0,13
659,Shyam Lal College,B.Com (Hons.),10,4,0,11,2,0,11
660,Shyam Lal College,B.Sc (Prog.) Physical Science With Electronics,17,13,9,5,7,0,3
661,Shyam Lal College,B.Sc (Prog.) Physical Science With Chemistry,31,28,18,11,15,0,8
662,Shyam Lal College,B.Sc (Prog.) Physical Science With Computer Science/ Informatics Practices,7,7,1,5,4,0,3
663,Shyam Lal College,B.Sc (Hons.) Chemistry,4,5,2,2,0,0,2
664,Shyam Lal College,B.Sc (Hons.) Mathematics,14,5,1,3,0,0,2
665,Shyam Lal College (Evening),B.Com,14,15,4,17,8,0,12
666,Shyam Lal College (Evening),B.Com (Hons.),1,1,0,6,0,0,4
667,Shyam Lal College (Evening),B.A. (Hons.) Economics,15,9,5,4,4,0,3
668,Shyam Lal College (Evening),B.A. (Hons.) Hindi,12,16,8,4,6,0,3
669,Shyam Lal College (Evening) Shyama Prasad Mukherji College,B.A. (Hons.) Political Science,4,2,0,0,3,0,3
670,For Women (W) Shyama Prasad Mukherji College,B.A. (Hons.) Applied Psychology,0,2,0,0,0,0,2
671,For Women (W) Shyama Prasad Mukherji College,B.A. (Hons.) Economics,4,7,6,9,10,0,3
672,For Women (W) Shyama Prasad Mukherji College,B.A. (Hons.) English,0,2,0,3,1,0,2
673,For Women (W) Shyama Prasad Mukherji College,B.A. (Hons.) Hindi,5,13,7,4,5,0,3
674,For Women (W) Shyama Prasad Mukherji College,B.A. (Hons.) History,6,2,0,4,2,0,3
675,For Women (W) Shyama Prasad Mukherji College,B.A. (Hons.) Geography,0,3,1,1,0,0,3
676,For Women (W) Shyama Prasad Mukherji College,B.Sc (Hons.) Mathematics,6,3,5,4,1,0,3
677,For Women (W) Shyama Prasad Mukherji College,B.A. (Hons.) Philosophy,8,7,2,4,4,0,3
678,For Women (W) Shyama Prasad Mukherji College,B.A. (Hons.) Political Science,2,2,0,3,6,0,6
679,For Women (W) Shyama Prasad Mukherji College,B.A. (Hons.) Sanskrit,13,13,7,4,5,0,3
680,For Women (W) Shyama Prasad Mukherji College,B.Com (Hons.),1,1,0,6,0,0,6
681,For Women (W) Shyama Prasad Mukherji College,B.Com,3,11,0,11,3,0,7
682,For Women (W) Shyama Prasad Mukherji College,B.Sc (Hons.) Computer Science,1,1,0,4,2,0,4
683,For Women (W) Shyama Prasad Mukherji College,Bachelor Of Elementary Education (B.El.Ed.),0,0,0,1,0,0,2
684,For Women (W) Shyama Prasad Mukherji College,B.A Program (Hindi + Geography),1,2,0,0,1,0,0
685,For Women (W) Shyama Prasad Mukherji College,B.A Program (Hindi + History),0,1,0,1,1,0,1
686,For Women (W) Shyama Prasad Mukherji College,B.A Program (Hindi + Philosophy),1,1,0,1,1,0,0
687,For Women (W) Shyama Prasad Mukherji College,B.A Program (Hindi + Political Science),0,1,0,2,2,0,1
688,For Women (W) Shyama Prasad Mukherji College,B.A Program (Sanskrit + History),2,2,1,1,1,0,0
689,For Women (W) Shyama Prasad Mukherji College,B.A Program (Sanskrit + Music),3,2,1,1,1,0,0
690,For Women (W) Shyama Prasad Mukherji College,B.A Program (Sanskrit + Political Science),1,4,2,1,1,0,1
691,For Women (W) Shyama Prasad Mukherji College,B.A Program (Computer Applications + Economics),3,2,2,2,2,0,1
692,For Women (W) Shyama Prasad Mukherji College,B.A Program (Computer Applications + Geography),1,2,2,1,0,0,0
693,For Women (W) Shyama Prasad Mukherji College,B.A Program (Computer Applications + Mathematics),1,1,1,1,1,0,0
694,For Women (W) Shyama Prasad Mukherji College,B.A Program (Economics + Food Technology),3,2,0,2,0,0,1
695,For Women (W) Shyama Prasad Mukherji College,B.A Program (Economics + Geography),0,2,1,1,1,0,0
696,For Women (W) Shyama Prasad Mukherji College,B.A Program (Economics + History),0,0,0,1,0,0,0
697,For Women (W) Shyama Prasad Mukherji College,B.A Program (Economics + Mathematics),3,3,4,2,1,0,1
698,For Women (W) Shyama Prasad Mukherji College,B.A Program (Economics + Philosophy),0,2,0,1,0,0,1
699,For Women (W) Shyama Prasad Mukherji College,B.A Program (Economics + Political Science),2,0,0,0,2,0,1
700,For Women (W) Shyama Prasad Mukherji College,B.A Program (Economics + Sociology),3,1,0,2,2,0,1
701,For Women (W) Shyama Prasad Mukherji College,B.A Program (Food Technology (Ft) + History),4,1,0,2,1,0,1
702,For Women (W) Shyama Prasad Mukherji College,B.A Program (Geography + History),1,0,0,1,0,0,0
703,For Women (W) Shyama Prasad Mukherji College,B.A Program (Geography + Mathematics),1,0,1,1,1,0,0
704,For Women (W) Shyama Prasad Mukherji College,B.A Program (Geography + Political Science),1,1,0,0,0,0,0
705,For Women (W) Shyama Prasad Mukherji College,B.A Program (History + Music),2,2,1,1,2,0,1
706,For Women (W) Shyama Prasad Mukherji College,B.A Program (History + Philosophy),0,1,0,1,1,0,0
707,For Women (W) Shyama Prasad Mukherji College,B.A Program (History + Political Science),0,1,0,0,0,0,2
708,For Women (W) Shyama Prasad Mukherji College,B.A Program (History + Sociology),1,0,1,0,0,0,1
709,For Women (W) Shyama Prasad Mukherji College,B.A Program (Human Development And Family Empowerment (Hdfe) + Political Science),0,2,1,2,4,0,3
710,For Women (W) Shyama Prasad Mukherji College,B.A Program (Human Development And Family Empowerment (Hdfe) + Sociology),3,1,0,1,0,0,0
711,For Women (W) Shyama Prasad Mukherji College,B.A Program (Music + Political Science),0,4,2,1,2,0,1
712,For Women (W) Shyama Prasad Mukherji College,B.A Program (Philosophy + Political Science),3,0,1,0,1,0,1
713,For Women (W) Shyama Prasad Mukherji College,B.A Program (Sanskrit + Philosophy),1,2,1,1,1,0,0
714,For Women (W),B.A Program (Hindi + Sociology),0,0,0,1,1,0,0
715,Sri Aurobindo College (Day),B.A. (Hons.) English,2,0,0,1,2,0,3
716,Sri Aurobindo College (Day),B.A. (Hons.) Hindi,0,16,8,4,6,0,3
717,Sri Aurobindo College (Day),B.A. (Hons.) Political Science,1,1,0,0,0,0,3
718,Sri Aurobindo College (Day),B.Com,9,0,0,17,0,0,17
719,Sri Aurobindo College (Day),B.Com (Hons.),1,0,0,1,0,0,4
720,Sri Aurobindo College (Day),B.Sc (Prog.) Life Science,1,4,2,2,4,0,3
721,Sri Aurobindo College (Day),B.Sc (Hons.) Electronics,6,2,2,3,0,0,2
722,Sri Aurobindo College (Day),B.Sc (Prog.) Physical Science With Chemistry,15,10,15,9,11,0,6
723,Sri Aurobindo College (Evening),B.A. (Hons.) English,8,4,0,2,1,0,2
724,Sri Aurobindo College (Evening),B.A. (Hons.) Economics,6,3,0,4,0,0,2
725,Sri Aurobindo College (Evening),B.Com,5,0,0,22,0,0,11
726,Sri Aurobindo College (Evening),B.Com (Hons.),1,0,0,7,0,0,4
727,Sri Aurobindo College (Evening),B.A. (Hons.) Hindi,7,15,9,4,6,0,2
728,Sri Aurobindo College (Evening) Sri Guru Gobind Singh College Of,B.A. (Hons.) Applied Psychology,2,2,0,0,6,0,2
729,Commerce Sri Guru Gobind Singh College Of,B.Com (Hons.),3,0,0,0,0,0,0
730,Commerce Sri Guru Gobind Singh College Of,B.Com,2,0,0,0,0,0,1
731,Commerce Sri Guru Gobind Singh College Of,B.A. (Hons.) Economics,1,0,0,0,0,0,4
732,Commerce Sri Guru Gobind Singh College Of,B.Sc (Hons.) Computer Science,1,0,0,0,0,0,2
733,Commerce Sri Guru Gobind Singh College Of,B.A. (Hons.) Business Economics,0,0,0,0,0,0,1
734,Commerce Sri Guru Gobind Singh College Of,Bachelor Of Management Studies (Bms),1,0,0,0,0,0,0
735,Commerce,B.A. (Hons.) Punjabi,0,0,0,0,0,12,2
736,Sri Guru Nanak Dev Khalsa College,B.Com (Hons.),4,0,0,0,0,0,4
737,Sri Guru Nanak Dev Khalsa College,B.A. (Hons.) English,1,0,0,0,0,1,1
738,Sri Guru Nanak Dev Khalsa College,B.A. (Hons.) Hindi,1,0,0,0,0,15,2
739,Sri Guru Nanak Dev Khalsa College,B.A. (Hons.) Punjabi,13,0,0,0,0,14,2
740,Sri Guru Nanak Dev Khalsa College,B.A. (Hons.) History,1,0,0,0,0,4,0
741,Sri Guru Nanak Dev Khalsa College,B.A. (Hons.) Political Science,5,0,0,0,0,2,2
742,Sri Guru Nanak Dev Khalsa College,B.A. (Hons.) Hindi Patrakarita,8,0,0,0,0,20,2
743,Sri Guru Nanak Dev Khalsa College,B.Com,7,0,0,0,0,0,9
744,Sri Guru Nanak Dev Khalsa College,B.A. (Hons.) Business Economics,7,0,0,0,0,1,2
745,Sri Guru Nanak Dev Khalsa College Sri Guru Tegh Bahadur Khalsa,B.Sc (Hons.) Mathematics,3,0,0,0,0,21,2
746,College Sri Guru Tegh Bahadur Khalsa,B.A. (Hons.) Hindi,0,0,0,0,0,19,2
747,College Sri Guru Tegh Bahadur Khalsa,B.A. (Hons.) Punjabi,0,0,0,0,0,10,1
748,College Sri Guru Tegh Bahadur Khalsa,B.Sc (Hons.) Computer Science,1,0,0,0,0,0,1
749,College Sri Guru Tegh Bahadur Khalsa,B.A. (Hons.) Economics,0,0,0,0,0,0,2
750,College Sri Guru Tegh Bahadur Khalsa,B.A. (Hons.) History,1,0,0,0,0,1,0
751,College Sri Guru Tegh Bahadur Khalsa,B.A. (Hons.) Political Science,2,0,0,0,0,0,0
752,College Sri Guru Tegh Bahadur Khalsa,B.Com (Hons.),3,0,0,0,0,1,0
753,College Sri Guru Tegh Bahadur Khalsa,B.Com,0,0,0,0,0,1,0
754,College Sri Guru Tegh Bahadur Khalsa,B.Sc (Hons.) Botany,1,0,0,0,0,7,2
755,College Sri Guru Tegh Bahadur Khalsa,B.Sc (Hons.) Chemistry,1,0,0,0,0,3,1
756,College Sri Guru Tegh Bahadur Khalsa,B.Sc (Hons.) Electronics,1,0,0,0,0,5,1
757,College Sri Guru Tegh Bahadur Khalsa,B.Sc (Hons.) Mathematics,3,0,0,0,0,0,2
758,College Sri Guru Tegh Bahadur Khalsa,B.Sc (Hons.) Physics,0,0,0,0,0,11,2
759,College Sri Guru Tegh Bahadur Khalsa,B.Sc (Hons.) Zoology,3,0,0,0,0,3,1
760,College Sri Guru Tegh Bahadur Khalsa,B.Sc (Prog.) Physical Science With Chemistry,0,0,0,0,0,18,2
761,College Sri Guru Tegh Bahadur Khalsa,B.Sc (Prog.) Physical Science With Computer Science/ Informatics Practices,1,0,0,0,0,2,1
762,College Sri Guru Tegh Bahadur Khalsa,B.A. (Hons.) Business Economics,1,0,0,0,0,0,0
763,College Sri Guru Tegh Bahadur Khalsa Sri Guru Tegh Bahadur Khalsa Sri Guru Tegh Bahadur Khalsa Sri Guru Tegh Bahadur Khalsa Sri Guru Tegh Bahadur Khalsa Sri Guru Tegh Bahadur Khalsa Sri Guru Tegh Bahadur Khalsa Sri Guru Tegh Bahadur Khalsa,B.Sc (Prog.) Life Science,0,0,0,0,0,0,2
764,Sri Venketeswara College,B.Com,3,2,1,0,0,0,0
765,Sri Venketeswara College,B.A. (Hons.) English,1,0,0,0,0,0,0
766,Sri Venketeswara College,B.A. (Hons.) Hindi,0,0,0,4,5,0,2
767,Sri Venketeswara College,B.A. (Hons.) Sanskrit,2,6,1,4,5,0,2
768,Sri Venketeswara College,B.A. (Hons.) Economics,0,0,0,0,1,0,1
769,Sri Venketeswara College,B.A. (Hons.) History,0,0,0,0,0,0,1
770,Sri Venketeswara College,B.A. (Hons.) Sociology,1,0,0,0,0,0,0
771,Sri Venketeswara College,B.Sc (Prog.) Life Science,1,0,0,0,0,0,9
772,Sri Venketeswara College,B.Sc (Hons.) Physics,1,0,0,1,1,0,2
773,Sri Venketeswara College,B.Sc (Hons.) Chemistry,0,2,0,2,0,0,4
774,Sri Venketeswara College,B.Sc (Hons.) Botany,1,1,0,1,0,0,2
775,Sri Venketeswara College,B.Sc (Hons.) Zoology,1,0,0,0,0,0,1
776,Sri Venketeswara College,B.Sc (Hons.) Biological Sciences,3,0,0,0,0,0,1
777,Sri Venketeswara College,B.Sc (Hons.) Bio-Chemistry,2,1,0,2,1,0,0
778,Sri Venketeswara College,B.Sc (Hons.) Electronics,3,2,0,2,0,0,2
779,Sri Venketeswara College,B.Sc (Hons.) Mathematics,5,3,0,1,1,0,7
780,Sri Venketeswara College,B.Sc (Hons.) Statistics,0,0,0,0,0,0,2
781,St. Stephen'S College,B.A. (Hons.) Sanskrit,0,0,1,1,0,0,0
782,St. Stephen'S College,B.Sc (Hons.) Physics,1,0,0,0,0,0,1
783,St. Stephen'S College,B.Sc (Hons.) Chemistry,0,0,0,0,0,0,2
784,St. Stephen'S College,B.Sc (Prog.) Physical Science With Chemistry,0,0,0,0,0,0,1
785,Swami Shardhanand College,B.Sc (Prog.) Life Science,25,17,7,6,3,0,4
786,Swami Shardhanand College,B.A. (Hons.) English,11,13,6,5,3,0,1
787,Swami Shardhanand College,B.A. (Hons.) Geography,2,5,1,0,2,0,3
788,Swami Shardhanand College,B.A. (Hons.) Hindi,15,21,11,6,4,0,3
789,Swami Shardhanand College,B.A. (Hons.) History,2,7,0,5,1,0,3
790,Swami Shardhanand College,B.Com,48,35,0,32,9,0,18
791,Swami Shardhanand College,B.Com (Hons.),6,4,0,7,2,0,4
792,Swami Shardhanand College,B.Sc (Prog.) Applied Life Science,5,8,4,2,1,0,1
793,Swami Shardhanand College,B.Sc (Hons.) Botany,9,7,3,1,1,0,1
794,Swami Shardhanand College,B.Sc (Hons.) Microbiology,0,0,2,1,0,0,0
795,Swami Shardhanand College,B.Sc (Hons.) Physics,12,6,4,3,1,0,1
796,Swami Shardhanand College,B.Sc (Hons.) Chemistry,9,5,3,2,1,0,1
797,Swami Shardhanand College,B.Sc (Hons.) Zoology,4,5,3,1,0,0,1
798,Swami Shardhanand College,B.Sc (Prog.) Physical Science With Chemistry,31,19,16,9,3,0,5
799,Vivekananda College (W),B.Com,3,5,0,9,4,0,7
800,Vivekananda College (W),B.Com (Hons.),0,1,0,6,0,0,5
801,Vivekananda College (W),B.A. (Hons.) Applied Psychology,1,0,0,0,0,0,1
802,Vivekananda College (W),B.A. (Hons.) English,0,5,0,1,2,0,3
803,Vivekananda College (W),B.A. (Hons.) Hindi,7,16,8,4,6,0,3
804,Vivekananda College (W),B.A. (Hons.) Sanskrit,16,16,8,4,6,0,3
805,Vivekananda College (W),B.A. (Hons.) History,7,3,2,2,2,0,2
806,Vivekananda College (W),B.A. (Hons.) Political Science,3,3,0,0,0,0,3
807,Vivekananda College (W),B.Sc (Hons.) Mathematics,7,7,2,4,3,0,3
808,Vivekananda College (W),B.Sc (Hons.) Home Science,4,4,3,1,3,0,2
809,Zakir Husain Delhi College,B.A. (Hons.) Arabic,5,6,4,2,2,0,1
810,Zakir Husain Delhi College,B.A. (Hons.) Bengali,9,8,4,2,3,0,1
811,Zakir Husain Delhi College,B.A. (Hons.) Economics,5,0,1,4,0,0,2
812,Zakir Husain Delhi College,B.A. (Hons.) English,2,2,0,1,1,0,2
813,Zakir Husain Delhi College,B.A. (Hons.) Hindi,0,11,6,4,6,0,3
814,Zakir Husain Delhi College,B.A. (Hons.) History,2,2,0,1,2,0,3
815,Zakir Husain Delhi College,B.A. (Hons.) Persian,8,7,3,2,3,0,1
816,Zakir Husain Delhi College,B.A. (Hons.) Philosophy,1,5,2,2,2,0,2
817,Zakir Husain Delhi College,B.A. (Hons.) Political Science,4,2,0,0,0,0,5
818,Zakir Husain Delhi College,B.A. (Hons.) Psychology,0,0,0,0,0,0,2
819,Zakir Husain Delhi College,B.A. (Hons.) Sanskrit,8,7,4,2,3,0,1
820,Zakir Husain Delhi College,B.A. (Hons.) Urdu,3,10,6,4,6,0,3
821,Zakir Husain Delhi College,B.Com,5,0,0,3,0,0,6
822,Zakir Husain Delhi College,B.Com (Hons.),4,1,0,0,1,0,11
823,Zakir Husain Delhi College,B.Sc (Prog.) Physical Science With Chemistry,12,16,8,6,7,0,4
824,Zakir Husain Delhi College,B.Sc (Prog.) Life Science,7,9,6,2,4,0,4
825,Zakir Husain Delhi College,B.Sc (Hons.) Botany,3,5,2,1,2,0,2
826,Zakir Husain Delhi College,B.Sc (Hons.) Chemistry,12,10,8,6,1,0,4
827,Zakir Husain Delhi College,B.Sc (Hons.) Electronics,7,5,3,3,1,0,2
828,Zakir Husain Delhi College,B.Sc (Hons.) Mathematics,12,8,4,6,7,0,5
829,Zakir Husain Delhi College Zakir Husain Delhi College,B.Sc (Hons.) Zoology,2,5,0,0,3,0,2
830,(Evening) Zakir Husain Delhi College,B.A. (Hons.) English,6,4,3,0,3,0,3
831,(Evening) Zakir Husain Delhi College,B.A. (Hons.) Hindi,0,5,1,1,1,0,1
832,(Evening) Zakir Husain Delhi College,B.A. (Hons.) History,0,4,2,0,1,0,3
833,(Evening) Zakir Husain Delhi College,B.A. (Hons.) Persian,6,5,3,1,2,0,1
834,(Evening) Zakir Husain Delhi College,B.A. (Hons.) Political Science,0,0,0,1,3,0,3
835,(Evening) Zakir Husain Delhi College,B.A. (Hons.) Sanskrit,5,4,3,1,2,0,1
836,(Evening) Zakir Husain Delhi College,B.A. (Hons.) Urdu,5,5,3,1,2,0,1
837,(Evening) Zakir Husain Delhi College,B.Com (Hons.),2,0,1,4,0,0,4
838,(Evening) Zakir Husain Delhi College,B.Com,4,1,0,9,0,0,8
839,(Evening) Zakir Husain Delhi College,B.A Program (Arabic + Economics),0,0,0,1,1,0,0
840,(Evening) Zakir Husain Delhi College,B.A Program (Arabic + History),1,1,1,0,1,0,0
841,(Evening) Zakir Husain Delhi College,B.A Program (Arabic + Political Science),1,1,1,0,1,0,0
842,(Evening) Zakir Husain Delhi College,B.A Program (Bengali + Economics),1,1,1,0,1,0,0
843,(Evening) Zakir Husain Delhi College,B.A Program (Bengali + History),1,1,1,0,0,0,0
844,(Evening) Zakir Husain Delhi College,B.A Program (Bengali + Political Science),0,2,1,0,0,0,0
845,(Evening) Zakir Husain Delhi College,B.A Program (English + History),0,0,0,1,0,0,0
846,(Evening) Zakir Husain Delhi College,B.A Program (English + Political Science),0,0,0,0,0,0,1
847,(Evening) Zakir Husain Delhi College,B.A Program (Hindi + Economics),0,1,0,1,0,0,1
848,(Evening) Zakir Husain Delhi College,B.A Program (Hindi + History),0,0,0,0,1,0,1
849,(Evening) Zakir Husain Delhi College,B.A Program (Hindi + Political Science),0,0,0,0,1,0,0
850,(Evening) Zakir Husain Delhi College,B.A Program (Persian + Economics),2,1,1,0,1,0,0
851,(Evening) Zakir Husain Delhi College,B.A Program (Persian + History),0,1,1,0,1,0,0
852,(Evening) Zakir Husain Delhi College,B.A Program (Persian + Political Science),0,1,0,0,1,0,0
853,(Evening) Zakir Husain Delhi College,B.A Program (Sanskrit + Economics),1,2,1,0,1,0,0
854,(Evening) Zakir Husain Delhi College,B.A Program (Sanskrit + History),0,1,1,0,1,0,0
855,(Evening) Zakir Husain Delhi College,B.A Program (Sanskrit + Political Science),0,1,1,0,1,0,1
856,(Evening) Zakir Husain Delhi College,B.A Program (Urdu + Economics),0,0,1,0,1,0,0
857,(Evening) Zakir Husain Delhi College,B.A Program (Urdu + History),0,0,1,0,1,0,0
858,(Evening) Zakir Husain Delhi College,B.A Program (Urdu + Political Science),0,0,1,1,1,0,0
859,(Evening) Zakir Husain Delhi College,B.A Program (Economics + History),5,2,0,1,0,0,1
860,(Evening) Zakir Husain Delhi College,B.A Program (Economics + Human Resource Management (Hrm)),1,0,1,1,0,0,1
861,(Evening) Zakir Husain Delhi College,B.A Program (Economics + Mathematics),4,2,0,2,0,0,1
862,(Evening) Zakir Husain Delhi College,B.A Program (Economics + Philosophy),1,1,0,1,0,0,1
863,(Evening) Zakir Husain Delhi College,B.A Program (Economics + Political Science),6,1,0,1,0,0,0
864,(Evening) Zakir Husain Delhi College,B.A Program (History + Political Science),0,0,0,0,0,0,1
865,(Evening) Zakir Husain Delhi College,B.A Program (Philosophy + Political Science),1,1,0,0,0,0,1
866,(Evening) Zakir Husain Delhi College,B.A Program (English + Philosophy),0,1,0,0,0,0,0
867,(Evening),B.A Program (Banking And Insurance + Economics),1,2,2,1,1,0,1
