S.NO.,NAME OF THE COLLEGE,NAME OF THE PROGRAM,UR,OBC,SC,ST,EWS,SIKH,PwBD
310,Dyal Singh College,B.Com (Hons.),1,0,0,0,2,0,9
311,Dyal Singh College,B.Sc (Hons.) Mathematics,5,6,2,6,2,0,6
312,Dyal Singh College,B.Sc (Hons.) Botany,1,1,0,0,0,0,2
313,Dyal Singh College,B.Sc (Hons.) Chemistry,3,3,3,2,1,0,2
314,Dyal Singh College,B.Sc (Hons.) Physics,6,7,4,6,1,0,4
315,Dyal Singh College,B.Sc (Hons.) Zoology,1,1,0,0,1,0,2
316,Dyal Singh College,B.Sc (Prog.) Physical Science with Chemistry,14,16,16,11,5,0,8
317,Dyal Singh College,B.Sc (Prog.) Physical Science with Computer Science/ Informatics Practices,6,4,4,5,1,0,4
318,Dyal Singh College,B.Sc (Prog.) Life Science,3,3,0,2,3,0,4
319,Dyal Singh College,B.Sc (Hons.) Computer Science,1,3,0,0,1,0,3
320,Dyal Singh College,B.A. (Hons.) Philosophy,1,1,1,0,1,0,3
321,Dyal Singh College,B.A. (Hons.) Punjabi,18,14,8,4,6,0,3
322,Dyal Singh College,B.A. (Hons.) Urdu,9,15,9,4,5,0,3
323,Dyal Singh College,B.A. (Hons.) Sanskrit,17,12,8,4,6,0,3
324,Dyal Singh College,B.A Program (Bengali + Geography),1,1,1,0,0,0,0
325,Dyal Singh College,B.A Program (Bengali + History),1,2,1,2,2,0,1
326,Dyal Singh College,B.A Program (Bengali + Political Science),2,3,2,1,1,0,1
327,Dyal Singh College,B.A Program (English + Economics),0,0,0,0,0,0,1
328,Dyal Singh College,B.A Program (English + History),0,0,0,0,0,0,0
329,Dyal Singh College,B.A Program (English + Political Science),0,0,0,0,0,0,0
330,Dyal Singh College,B.A Program (Hindi + Geography),0,0,0,0,0,0,0
331,Dyal Singh College,B.A Program (Hindi + History),0,0,0,0,1,0,0
332,Dyal Singh College,B.A Program (Hindi + Political Science),0,0,0,1,0,0,1
333,Dyal Singh College,B.A Program (Punjabi + Economics),0,0,0,0,1,0,0
334,Dyal Singh College,B.A Program (Punjabi + History),2,1,1,1,1,0,0
335,Dyal Singh College,B.A Program (Punjabi + Political Science),0,2,0,1,1,0,1
336,Dyal Singh College,B.A Program (Sanskrit + Geography),0,1,0,0,1,0,0
337,Dyal Singh College,B.A Program (Sanskrit + History),0,0,0,1,0,0,1
338,Dyal Singh College,B.A Program (Sanskrit + Political Science),1,0,1,1,0,0,0
339,Dyal Singh College,B.A Program (Urdu + Economics),0,0,1,0,1,0,0
340,Dyal Singh College,B.A Program (Urdu + History),0,2,0,1,1,0,0
341,Dyal Singh College,B.A Program (Urdu + Political Science),1,0,1,1,0,0,1
342,Dyal Singh College,B.A Program (Commerce + Economics),2,0,0,0,0,0,1
343,Dyal Singh College,B.A Program (Economics + Geography),0,0,0,0,0,0,0
344,Dyal Singh College,B.A Program (Economics + History),0,0,0,0,0,0,0
345,Dyal Singh College,B.A Program (Economics + Mathematics),2,0,0,0,0,0,1
346,Dyal Singh College,B.A Program (Economics + Philosophy),0,1,0,0,0,0,0
347,Dyal Singh College,B.A Program (Economics + Political Science),0,0,0,0,0,0,0
348,Dyal Singh College,B.A Program (Geography + History),0,0,0,0,0,0,0
349,Dyal Singh College,B.A Program (Geography + Mathematics),0,1,1,0,0,0,1
350,Dyal Singh College,B.A Program (Geography + Political Science),0,0,0,0,0,0,0
351,Dyal Singh College,B.A Program (History + Philosophy),0,1,0,0,0,0,0
352,Dyal Singh College,B.A Program (History + Political Science),0,0,0,0,0,0,0
353,Dyal Singh College,B.A Program (Philosophy + Political Science),0,0,0,0,0,0,0
354,Dyal Singh College (Evening),B.A. (Hons.) English,3,5,0,2,1,0,5
355,Dyal Singh College (Evening),B.A. (Hons.) Political Science,0,0,0,1,0,0,5
356,Dyal Singh College (Evening),B.Com,0,0,0,10,0,0,10
357,Dyal Singh College (Evening),B.Com (Hons.),0,0,0,1,0,0,4
358,Dyal Singh College (Evening),B.A Program (Computer Applications + Economics),0,7,0,3,1,0,3
359,Dyal Singh College (Evening),B.A Program (Human Resource Management (HRM) + Economics),0,0,0,2,0,0,3
360,Dyal Singh College (Evening),B.A. (Hons.) History,0,0,0,0,2,0,3
361,Dyal Singh College (Evening),B.A Program (Entrepreneurship and Small Business (ESB) + History),1,0,0,1,0,0,2
362,Dyal Singh College (Evening),B.A Program (Entrepreneurship and Small Business (ESB) + Political Science),4,0,0,0,3,0,1
363,Dyal Singh College (Evening),B.A Program (Economics + Political Science),0,0,0,1,0,0,1
364,Dyal Singh College (Evening),B.A Program (History + Political Science),0,0,0,0,0,0,2
365,Dyal Singh College (Evening),B.A Program (Tamil + Political Science),6,8,5,2,3,0,2
366,Dyal Singh College (Evening),B.A Program (Punjabi + History),6,8,4,3,3,0,1
367,Dyal Singh College (Evening),B.A Program (Sanskrit + History),5,4,5,3,3,0,1
368,Dyal Singh College (Evening),B.A Program (Urdu + History),0,4,5,2,3,0,2
369,Dyal Singh College (Evening),B.A Program (Economics + Mathematics),0,2,4,4,1,0,3
370,Gargi College (W),B.A. (Hons.) Applied Psychology,0,0,0,0,0,0,0
371,Gargi College (W),B.A. (Hons.) English,2,0,0,0,1,0,2
372,Gargi College (W),B.A. (Hons.) Hindi,0,8,2,4,4,0,3
373,Gargi College (W),B.A. (Hons.) History,1,0,0,0,0,0,2
374,Gargi College (W),B.A. (Hons.) Philosophy,0,0,0,0,0,0,2
375,Gargi College (W),B.A. (Hons.) Political Science,0,0,0,1,0,0,0
376,Gargi College (W),B.A. (Hons.) Sanskrit,3,13,6,3,4,0,2
377,Gargi College (W),B.Com,0,0,0,0,0,0,11
378,Gargi College (W),B.Com (Hons.),0,0,0,0,0,0,6
379,Gargi College (W),B.Sc (Hons.) Botany,2,1,1,0,0,0,4
380,Gargi College (W),B.Sc (Hons.) Chemistry,0,0,2,2,0,0,2
381,Gargi College (W),B.Sc (Hons.) Microbiology,2,0,0,1,0,0,0
382,Gargi College (W),B.Sc (Hons.) Mathematics,1,0,1,2,0,0,3
383,Gargi College (W),B.Sc (Hons.) Physics,2,0,1,3,0,0,2
384,Gargi College (W),B.Sc (Hons.) Zoology,2,0,0,0,1,0,2
385,Gargi College (W),B.Sc (Prog.) Life Science,1,1,0,1,1,0,5
386,Gargi College (W),B.Sc (Prog.) Physical Science with Chemistry,3,3,0,5,1,0,4
387,Gargi College (W),B.A. (Hons.) Economics,1,1,0,1,0,0,3
388,Gargi College (W),B.A. (Hons.) Business Economics,1,0,0,3,0,0,3
389,Gargi College (W),Bachelor of Elementary Education (B.El.Ed.),2,0,0,0,1,0,1
390,Gargi College (W),B.A Program (English + German),1,0,0,1,0,0,1
391,Gargi College (W),B.A Program (English + History),0,0,0,0,0,0,0
392,Gargi College (W),B.A Program (English + Philosophy),0,0,0,0,0,0,0
393,Gargi College (W),B.A Program (English + Psychology),0,0,0,0,0,0,0
394,Gargi College (W),B.A Program (German + History),0,0,0,0,1,0,0
395,Gargi College (W),B.A Program (German + Political Science),0,1,0,0,0,0,1
396,Gargi College (W),B.A Program (Hindi + History),0,0,0,0,0,0,1
397,Gargi College (W),B.A Program (Hindi + Political Science),0,1,0,0,0,0,0
398,Gargi College (W),B.A Program (Computer Applications + Economics),0,0,0,0,0,0,0
399,Gargi College (W),B.A Program (Computer Applications + Entrepreneurship and Small Business (ESB)),0,0,0,0,0,0,0
400,Gargi College (W),B.A Program (Computer Applications + Mathematics),2,1,0,0,0,0,0
401,Gargi College (W),B.A Program (Economics + Entrepreneurship and Small Business (ESB)),0,0,0,0,0,0,1
402,Gargi College (W),B.A Program (Economics + Mathematics),0,0,0,0,0,0,0
403,Gargi College (W),B.A Program (Economics + Political Science),0,0,0,0,0,0,1
404,Gargi College (W),B.A Program (Economics + Psychology),0,0,0,0,0,0,1
405,Gargi College (W),B.A Program (Entrepreneurship and Small Business (ESB) + Mathematics),0,0,0,0,1,0,0
406,Gargi College (W),B.A Program (History + Philosophy),0,1,0,0,0,0,0
407,Gargi College (W),B.A Program (History + Political Science),0,0,0,0,0,0,2
408,Gargi College (W),B.A Program (Philosophy + Political Science),0,0,0,0,0,0,1
409,Gargi College (W),B.A Program (Philosophy + Psychology),0,0,0,0,0,0,0
410,Hansraj College,B.A. (Hons.) Economics,1,0,0,1,0,0,1
411,Hansraj College,B.A. (Hons.) English,1,1,0,0,0,0,0
412,Hansraj College,B.A. (Hons.) Hindi,0,0,0,4,0,0,0
413,Hansraj College,B.A. (Hons.) History,0,0,0,0,0,0,0
414,Hansraj College,B.A. (Hons.) Sanskrit,0,1,5,3,2,0,2
415,Hansraj College,B.Com (Hons.),1,1,0,0,0,0,0
416,Hansraj College,B.Sc (Prog.) Life Science,2,0,0,0,0,0,1
417,Hansraj College,B.Sc (Prog.) Physical Science with Chemistry,0,1,0,0,0,0,1
418,Hansraj College,B.Sc (Prog.) Physical Science with Computer Science/ Informatics Practices,1,0,0,0,0,0,2
419,Hansraj College,B.Sc (Hons.) Anthropology,4,0,0,0,0,0,1
420,Hansraj College,B.Sc (Hons.) Botany,1,2,1,0,2,0,2
421,Hansraj College,B.Sc (Hons.) Chemistry,1,1,0,0,0,0,4
422,Hansraj College,B.Sc (Hons.) Computer Science,0,0,0,0,0,0,0
423,Hansraj College,B.Sc (Hons.) Electronics,3,0,0,0,0,0,2
424,Hansraj College,B.Sc (Hons.) Geology,1,2,0,0,0,0,0
425,Hansraj College,B.Sc (Hons.) Mathematics,1,1,0,0,1,0,0
426,Hansraj College,B.Sc (Hons.) Physics,5,3,1,0,2,0,3
427,Hansraj College,B.Sc (Hons.) Zoology,1,1,1,2,0,0,0
428,Hansraj College,B.A Program (Economics + History),0,0,0,0,0,0,0
429,Hansraj College,B.A Program (Commerce + Economics),0,1,0,0,0,0,0
430,Hansraj College,B.A. (Hons.) Philosophy,2,0,0,0,0,0,0
431,Hansraj College,B.A Program (Hindi + Physical Education),3,0,1,1,0,0,0
432,Hansraj College,B.A Program (Philosophy + Physical Education),1,0,0,1,0,0,0
433,Hansraj College,B.A Program (Sanskrit + Philosophy),2,0,0,4,0,0,3
434,Hindu College,B.A. (Hons.) English,0,0,0,0,0,0,0
435,Hindu College,B.A. (Hons.) Economics,0,0,0,0,0,0,0
436,Hindu College,B.A. (Hons.) Hindi,0,0,0,0,0,0,0
437,Hindu College,B.A. (Hons.) History,0,0,0,0,0,0,0
438,Hindu College,B.A. (Hons.) Political Science,0,0,0,0,0,0,0
439,Hindu College,B.A. (Hons.) Sanskrit,0,1,2,2,0,0,1
440,Hindu College,B.A. (Hons.) Sociology,0,0,0,0,0,0,0
441,Hindu College,B.A. (Hons.) Philosophy,0,0,0,0,0,0,0
442,Hindu College,B.Com (Hons.),0,0,0,0,0,0,0
443,Hindu College,B.Sc (Hons.) Physics,4,1,0,0,1,0,3
444,Hindu College,B.Sc (Hons.) Chemistry,0,1,1,0,1,0,3
445,Hindu College,B.Sc (Hons.) Botany,3,1,0,0,0,0,0
446,Hindu College,B.Sc (Hons.) Zoology,2,2,0,0,1,0,1
447,Hindu College,B.Sc (Hons.) Mathematics,0,1,0,0,1,0,0
448,Hindu College,B.Sc (Hons.) Statistics,0,0,0,0,0,0,1
449,Hindu College,B.Sc (Prog.) Physical Science with Electronics,0,0,0,0,1,0,2
450,Hindu College,B.Sc (Prog.) Physical Science with Chemistry,0,1,0,1,0,0,3
451,Hindu College,B.A Program (English + Economics),0,0,0,0,0,0,1
452,Hindu College,B.A Program (Hindi + Philosophy),0,0,0,0,0,0,0
453,Hindu College,B.A Program (Sanskrit + Political Science),0,0,0,0,0,0,0
454,Hindu College,B.A Program (History + Political Science),0,0,0,0,0,0,0
455,(W),B.A. (Hons.) Economics,1,1,0,5,0,0,3
456,(W),B.A. (Hons.) English,2,2,0,0,0,0,0
457,(W),B.A. (Hons.) Hindi,0,8,5,5,6,0,5
458,(W),B.A. (Hons.) History,1,1,0,0,0,0,2
459,(W),B.A. (Hons.) Philosophy,0,0,0,1,0,0,3
460,(W),B.A. (Hons.) Political Science,1,0,0,0,0,0,0
461,(W),B.A. (Hons.) Psychology,0,0,0,0,0,0,0
462,(W),B.A. (Hons.) Sanskrit,6,18,8,5,6,0,4
463,(W),B.Com (Hons.),2,2,0,0,0,0,1
464,(W),B.Sc (Hons.) Computer Science,1,1,0,0,0,0,2
465,(W),B.Sc (Hons.) Mathematics,4,0,0,3,0,0,3
466,(W),B.A. (Hons.) Geography,0,0,0,0,0,0,0
467,(W),B.A. (Hons.) Sociology,1,0,0,0,1,0,2
468,(W),B.A. (Hons.) Multi Media and Mass Communication,0,1,2,0,1,0,0
469,(W),B.A Program (English + History),0,0,0,0,0,0,0
470,(W),B.A Program (English + Political Science),0,0,0,0,0,0,0
471,(W),B.A Program (Hindi + History),0,0,0,0,0,0,0
472,(W),B.A Program (Hindi + Political Science),0,0,0,1,0,0,0
473,(W),B.A Program (Sanskrit + Philosophy),0,0,1,1,0,0,1
474,(W),B.A Program (Computer Applications + Mathematics),1,0,0,1,1,0,0
475,(W),B.A Program (Economics + Mathematics),0,1,0,0,0,0,1
476,(W),B.A Program (Economics + Political Science),0,0,0,0,0,0,0
477,(W),B.A Program (History + Philosophy),0,0,0,0,0,0,1
478,(W),B.A Program (History + Political Science),0,0,0,0,0,0,1
479,(W),B.A Program (Human Development and Family Empowerment (HDFE) + Psychology),0,0,0,0,0,0,1
480,(W),B.A Program (Computer Applications + Economics),0,0,0,1,0,0,1
481,(W),B.A Program (Sanskrit + History),0,0,0,0,0,0,1
482,(W),B.A Program (Philosophy + Psychology),0,0,0,0,0,0,0
483,(W),B.A Program (Sanskrit + Political Science),0,0,1,0,0,0,1
484,(W),B.A Program (Human Development and Family Empowerment (HDFE) + Philosophy),1,0,0,0,0,0,1
485,(W),B.A Program (Human Development and Family Empowerment (HDFE) + Hindi),0,0,1,0,1,0,1
486,(W),B.A Program (Commerce + Economics),0,0,0,0,1,0,1
487,(W),B.A Program (Geography + English),0,0,0,0,0,0,1
488,(W),B.A Program (Hindi + Geography),0,0,0,1,0,0,0
489,(W),B.A Program (Geography + History),0,0,0,0,0,0,0
490,(W),B.A Program (Geography + Political Science),0,0,0,0,0,0,0
491,(W),B.A Program (Sanskrit + Geography),0,0,1,0,0,0,0
492,(W),B.A Program (Human Development and Family Empowerment (HDFE) + Sociology),0,0,0,0,0,0,0
493,(W),B.A Program (History + Sociology),1,0,0,0,0,0,0
494,(W),B.A Program (Philosophy + Sociology),0,0,0,0,0,0,0
495,(W),B.A Program (Psychology + Sociology),0,0,0,0,0,0,0
496,(W),B.A Program (Commerce + Mathematics),0,0,1,1,0,0,1
497,(W),B.A Program (English + Human Development and Family Empowerment (HDFE)),0,0,0,0,0,0,0
498,(W),B.A Program (Hindi + Psychology),0,0,0,1,0,0,0
499,(W),B.A Program (Commerce + Psychology),0,0,0,0,0,0,0
500,(W),B.A Program (Commerce + Computer Applications),0,0,0,1,1,0,1
501,Institute of Home Economics (W),B.Sc (Pass) Home Science,45,51,23,18,23,0,14
502,Institute of Home Economics (W),B.Sc (Hons.) Home Science,25,21,12,2,9,0,6
503,Institute of Home Economics (W),B.Sc (Hons.) Microbiology,0,0,2,0,0,0,2
504,Institute of Home Economics (W),B.Sc (Hons.) Bio-Chemistry,0,2,0,1,0,0,2
505,Institute of Home Economics (W),B.A. (Hons.) Journalism,4,3,1,0,0,0,3
506,Institute of Home Economics (W),B.Sc (Hons.) Food Technology,4,0,1,0,1,0,2
507,Institute of Home Economics (W),Bachelor of Elementary Education (B.El.Ed.),0,1,0,4,1,0,3
508,Janki Devi Memorial College (W),B.Com,0,0,0,8,0,0,6
509,Janki Devi Memorial College (W),B.Com (Hons.),8,2,0,12,0,0,9
510,Janki Devi Memorial College (W),B.A. (Hons.) Economics,2,3,2,5,0,0,3
511,Janki Devi Memorial College (W),B.A. (Hons.) English,4,1,0,2,1,0,3
512,Janki Devi Memorial College (W),B.A. (Hons.) Hindi,5,14,8,4,6,0,3
513,Janki Devi Memorial College (W),B.A. (Hons.) History,1,7,1,3,5,0,5
514,Janki Devi Memorial College (W),B.Sc (Hons.) Mathematics,11,18,9,9,4,0,6
515,Janki Devi Memorial College (W),B.A. (Hons.) Philosophy,1,7,2,3,2,0,2
516,Janki Devi Memorial College (W),B.A. (Hons.) Political Science,0,1,0,0,3,0,6
517,Janki Devi Memorial College (W),B.A. (Hons.) Sanskrit,12,10,6,3,4,0,2
518,Janki Devi Memorial College (W),B.A. (Hons.) Sociology,5,2,1,3,1,0,3
519,Janki Devi Memorial College (W),B.A Program (English + Economics),1,0,0,0,0,0,1
520,Janki Devi Memorial College (W),B.A Program (English + History),0,0,0,0,0,0,0
521,Janki Devi Memorial College (W),B.A Program (English + Philosophy),0,1,0,0,0,0,0
522,Janki Devi Memorial College (W),B.A Program (Hindi + History),0,0,0,1,1,0,1
523,Janki Devi Memorial College (W),B.A Program (Hindi + Music),2,1,0,1,1,0,0
524,Janki Devi Memorial College (W),B.A Program (Sanskrit + History),0,1,1,1,1,0,0
525,Janki Devi Memorial College (W),B.A Program (Sanskrit + HDFE),1,1,1,0,0,0,0
526,Janki Devi Memorial College (W),B.A Program (Sanskrit + Music),2,1,1,1,1,0,0
527,Janki Devi Memorial College (W),B.A Program (Sanskrit + Philosophy),0,1,1,0,1,0,0
528,Janki Devi Memorial College (W),B.A Program (Sanskrit + Political Science),0,2,1,1,1,0,0
529,Janki Devi Memorial College (W),B.A Program (Economics + History),4,0,0,1,0,0,1
530,Janki Devi Memorial College (W),B.A Program (Economics + HDFE),0,1,2,1,0,0,0
531,Janki Devi Memorial College (W),B.A Program (Economics + Mathematics),1,1,2,1,1,0,1
532,Janki Devi Memorial College (W),B.A Program (Economics + Political Science),0,0,0,0,0,0,1
533,Janki Devi Memorial College (W),B.A Program (History + Music),1,0,1,1,1,0,0
534,Janki Devi Memorial College (W),B.A Program (History + Philosophy),0,0,0,1,1,0,0
535,Janki Devi Memorial College (W),B.A Program (History + Political Science),1,0,0,1,5,0,4
536,Janki Devi Memorial College (W),B.A Program (Music + Political Science),0,1,1,1,1,0,0
537,Janki Devi Memorial College (W),B.A Program (Philosophy + Political Science),0,2,0,0,1,0,1
538,Janki Devi Memorial College (W),B.A Program (Human Development and Family Empowerment (HDFE) + Political Science),1,0,2,2,2,0,1
539,Janki Devi Memorial College (W),B.A Program (Human Development and Family Empowerment (HDFE) + Philosophy),1,1,1,1,1,0,1
540,Janki Devi Memorial College (W),B.A Program (Hindi + Political Science),0,1,0,1,0,0,1
541,Janki Devi Memorial College (W),B.A Program (English + Mathematics),1,0,0,1,1,0,0
542,Janki Devi Memorial College (W),B.A Program (Economics + Music),0,1,0,1,1,0,0
543,Janki Devi Memorial College (W),B.A Program (Economics + Philosophy),0,0,0,1,0,0,0
544,Janki Devi Memorial College (W),B.A Program (Music + Philosophy),0,0,0,1,1,0,0
545,Jesus & Mary College (W),B.A. (Hons.) English,1,0,0,0,0,0,4
546,Jesus & Mary College (W),B.A. (Hons.) Economics,0,0,0,0,0,0,2
547,Jesus & Mary College (W),B.A. (Hons.) Hindi,0,0,0,0,0,0,3
548,Jesus & Mary College (W),B.A. (Hons.) History,2,0,0,0,0,0,2
549,Jesus & Mary College (W),B.A. (Hons.) Political Science,0,0,0,0,0,0,2
550,Jesus & Mary College (W),B.A. (Hons.) Psychology,0,0,0,0,0,0,0
551,Jesus & Mary College (W),B.A. (Hons.) Sociology,0,0,0,0,0,0,3
552,Jesus & Mary College (W),B.Com,0,0,0,0,0,0,3
553,Jesus & Mary College (W),B.Com (Hons.),1,0,0,0,0,0,4
554,Jesus & Mary College (W),B.Sc (Hons.) Mathematics,1,0,0,0,0,0,3
555,Jesus & Mary College (W),Bachelor of Elementary Education (B.El.Ed.),1,0,0,0,0,0,3
556,Jesus & Mary College (W),B.Voc Retail Management and IT,0,0,0,0,0,0,3
557,Jesus & Mary College (W),B.Voc Health Care Management,4,0,0,0,0,0,3
558,Jesus & Mary College (W),B.A Program (English + French),0,0,0,0,0,0,1
559,Jesus & Mary College (W),B.A Program (English + History),0,0,0,0,0,0,1
560,Jesus & Mary College (W),B.A Program (French + Philosophy),0,0,0,0,0,0,1
561,Jesus & Mary College (W),B.A Program (Spanish + History),2,0,0,0,0,0,1
562,Jesus & Mary College (W),"B.A Program (Spanish + Advertising, Sales Promotion and Sales Management (ASPSM))",1,0,0,0,0,0,1
563,Jesus & Mary College (W),B.A Program (Computer Applications + Mathematics),1,0,0,0,0,0,1
564,Jesus & Mary College (W),B.A Program (Economics + Mathematics),0,0,0,0,0,0,1
565,Jesus & Mary College (W),B.A Program (History + Political Science),0,0,0,0,0,0,0
566,Jesus & Mary College (W),B.A Program (Philosophy + Psychology),0,0,0,0,0,0,1
567,Jesus & Mary College (W),B.A Program (Psychology + Sociology),0,0,0,0,0,0,0
568,Jesus & Mary College (W),B.A Program (Political Science + Sociology),1,0,0,0,0,0,0
569,Jesus & Mary College (W),"B.A Program (Advertising, Sales Promotion and Sales Management (ASPSM) + Economics)",0,0,0,0,0,0,1
570,Jesus & Mary College (W),B.A Program (Computer Applications + Economics),0,0,0,0,0,0,1
571,Jesus & Mary College (W),B.A Program (Economics + Human Resource Management (HRM)),0,0,0,0,0,0,1
572,Jesus & Mary College (W),B.A Program (English + Sociology),0,0,0,0,0,0,0
573,Jesus & Mary College (W),B.A Program (English + Philosophy),0,0,0,0,0,0,1
574,Jesus & Mary College (W),B.A Program (Human Resource Management (HRM) + Psychology),0,0,0,0,0,0,0
575,Kalindi College (W),B.Sc (Hons.) Botany,2,5,1,2,0,0,1
576,Kalindi College (W),B.Sc (Hons.) Zoology,1,2,0,1,1,0,2
577,Kalindi College (W),B.Com,4,2,0,8,1,0,5
578,Kalindi College (W),B.Com (Hons.),1,1,1,4,0,0,3
579,Kalindi College (W),B.A. (Hons.) Economics,3,3,4,6,5,0,4
580,Kalindi College (W),B.A. (Hons.) English,3,8,0,1,5,0,4
581,Kalindi College (W),B.A. (Hons.) Hindi,8,20,11,6,8,0,4
582,Kalindi College (W),B.A. (Hons.) History,2,2,1,4,6,0,4
583,Kalindi College (W),B.A. (Hons.) Journalism,2,2,1,1,2,0,3
584,Kalindi College (W),B.A. (Hons.) Political Science,3,3,0,3,6,0,8
585,Kalindi College (W),B.A. (Hons.) Sanskrit,25,21,12,6,8,0,4
586,Kalindi College (W),B.Sc (Prog.) Life Science,6,10,1,3,3,0,4
587,Kalindi College (W),B.Sc (Prog.) Physical Science with Computer Science/ Informatics Practices,6,8,5,4,3,0,3
588,Kalindi College (W),B.Sc (Hons.) Computer Science,1,3,1,4,1,0,3
589,Kalindi College (W),B.Sc (Hons.) Mathematics,2,2,2,3,1,0,2
590,Kalindi College (W),B.Sc (Hons.) Physics,8,4,1,3,2,0,2
591,Kalindi College (W),B.A. (Hons.) Geography,1,1,0,0,0,0,3
592,Kalindi College (W),B.Sc (Hons.) Chemistry,7,5,3,3,2,0,2
593,Kalindi College (W),B.A Program (Sanskrit + Buddhist Studies),3,2,1,1,1,0,0
594,Kalindi College (W),B.A Program (Sanskrit + History),5,5,2,1,1,0,0
595,Kalindi College (W),B.A Program (Sanskrit + Music),3,2,1,1,1,0,1
596,Kalindi College (W),B.A Program (Sanskrit + Political Science),4,5,2,1,1,0,0
597,Kalindi College (W),B.A Program (Buddhist Studies + Music),2,0,1,0,0,0,0
598,Kalindi College (W),B.A Program (Buddhist Studies + History),0,1,1,0,1,0,0
599,Kalindi College (W),B.A Program (Buddhist Studies + Political Science),1,1,0,1,1,0,1
600,Kalindi College (W),B.A Program (Computer Applications + Economics),3,1,1,1,0,0,1
601,Kalindi College (W),B.A Program (Computer Applications + Entrepreneurship and Small Business (ESB)),0,1,1,1,1,0,0
602,Kalindi College (W),B.A Program (Computer Applications + Geography),1,1,0,1,1,0,0
603,Kalindi College (W),B.A Program (Computer Applications + Mathematics),4,3,1,1,1,0,0
604,Kalindi College (W),B.A Program (Economics + Entrepreneurship and Small Business (ESB)),1,1,0,1,0,0,0
605,Kalindi College (W),B.A Program (Economics + Geography),0,0,0,1,1,0,0
606,Kalindi College (W),B.A Program (Economics + History),1,2,1,1,2,0,1
607,Kalindi College (W),B.A Program (Economics + Mathematics),0,1,1,1,0,0,0
608,Kalindi College (W),B.A Program (Economics + Political Science),2,2,0,1,1,0,0
609,Kalindi College (W),B.A Program (Entrepreneurship and Small Business (ESB) + History),2,0,0,0,0,0,0
610,Kalindi College (W),B.A Program (Entrepreneurship and Small Business (ESB) + Geography),0,1,0,0,1,0,0
611,Kalindi College (W),B.A Program (Entrepreneurship and Small Business (ESB) + Mathematics),4,1,0,1,1,0,1
612,Kalindi College (W),B.A Program (Entrepreneurship and Small Business (ESB) + Political Science),2,0,1,1,0,0,0
613,Kalindi College (W),B.A Program (Geography + History),0,0,0,0,0,0,0
614,Kalindi College (W),B.A Program (Geography + Mathematics),0,1,1,1,0,0,0
615,Kalindi College (W),B.A Program (Geography + Political Science),0,0,1,0,1,0,1
616,Kalindi College (W),B.A Program (History + Music),1,1,1,0,0,0,0
617,Kalindi College (W),B.A Program (History + Political Science),2,1,0,0,2,0,1
618,Kalindi College (W),B.A Program (Music + Political Science),2,2,0,1,1,0,0
619,Kamala Nehru College (W),B.Com,1,0,0,9,0,0,8
620,Kamala Nehru College (W),B.Com (Hons.),1,0,0,0,0,0,3
621,Kamala Nehru College (W),B.A. (Hons.) Journalism,1,1,0,0,0,0,1
622,Kamala Nehru College (W),B.A. (Hons.) English,2,0,0,0,1,0,3
623,Kamala Nehru College (W),B.A. (Hons.) Hindi,5,16,9,4,6,0,3
624,Kamala Nehru College (W),B.A. (Hons.) History,1,1,0,0,0,0,3
625,Kamala Nehru College (W),B.A. (Hons.) Economics,0,1,0,4,0,0,3
626,Kamala Nehru College (W),B.A. (Hons.) Political Science,2,3,0,0,0,0,6
627,Kamala Nehru College (W),B.A. (Hons.) Philosophy,0,0,0,1,0,0,3
628,Kamala Nehru College (W),B.A. (Hons.) Psychology,1,0,0,0,0,0,0
629,Kamala Nehru College (W),B.A. (Hons.) Geography,0,0,0,0,0,0,3
630,Kamala Nehru College (W),B.Sc (Hons.) Mathematics,1,1,3,4,0,0,2
631,Kamala Nehru College (W),B.A. (Hons.) Sanskrit,5,10,6,3,4,0,2
632,Kamala Nehru College (W),B.A. (Hons.) Sociology,2,0,0,0,2,0,2
633,Kamala Nehru College (W),"B.A Program (English + Advertising, Sales Promotion and Sales Management (ASPSM))",1,1,0,0,0,0,1
634,Kamala Nehru College (W),B.A Program (English + Psychology),0,1,0,0,0,0,0
635,Kamala Nehru College (W),B.A Program (Hindi + Sanskrit),0,2,0,0,1,0,1
636,Kamala Nehru College (W),B.A Program (Sanskrit + Physical Education),1,2,1,0,0,0,0
637,Kamala Nehru College (W),"B.A Program (Advertising, Sales Promotion and Sales Management (ASPSM) + Economics)",0,0,0,0,0,0,1
638,Kamala Nehru College (W),B.A Program (Economics + Mathematics),1,0,0,1,0,0,0
639,Kamala Nehru College (W),B.A Program (Economics + Sociology),1,0,0,0,0,0,1
640,Kamala Nehru College (W),B.A Program (Geography + History),1,0,0,0,0,0,0
641,Kamala Nehru College (W),B.A Program (Geography + Political Science),0,0,0,0,0,0,0
642,Kamala Nehru College (W),B.A Program (History + Physical Education),0,0,1,0,0,0,0
643,Kamala Nehru College (W),B.A Program (History + Political Science),0,0,0,0,0,0,0
644,Kamala Nehru College (W),B.A Program (Human Resource Management (HRM) + Physical Education),0,0,0,1,0,0,1
645,Kamala Nehru College (W),B.A Program (Mathematics + Philosophy),1,0,0,0,0,0,1
646,Kamala Nehru College (W),B.A Program (Philosophy + Sociology),0,0,0,0,0,0,1
